"lgm_row","lgm_long","lgm_lat","row_findin","distance","Sample","Sample_ID","Flag","Device","Latitude","Longitude","Water_depth","Ocean","Sample_depth_top","Sample_depth_bottom","Sample_depth_average","Author","Journal","Year","Publication_doi","Resource_doi","Comment","Database","Type","Count_min","Count","Dentigloborotalia_anfracta","Globorotalia_cavernula","Globorotalia_crassaformis","Globorotalia_hirsuta","Globorotalia_menardii","Globorotalia_scitula","Globorotalia_truncatulinoides","Globorotalia_tumida","Globorotalia_ungulata","Globorotalia_theyeri","Globoconella_inflata","Neogloboquadrina_dutertrei","Neogloboquadrina_incompta","Neogloboquadrina_pachyderma","Pulleniatina_obliquiloculata","Globoquadrina_conglomerata","Globorotaloides_hexagonus","Berggrenia_pumilio","Globigerina_bulloides","Globigerina_falconensis","Globigerinoides_conglobatus","Globigerinoides_ruber","Globigerinoides_white","Trilobatus_sacculifer","Globigerinoides_tenellus","Orbulina_universa","Beella_digitata","Globigerinella_siphonifera","Globigerinella_calida","Globigerinella_adamsi","Turborotalita_quinqueloba","Turborotalita_humilis","Globoturborotalita_rubescens","Sphaeroidinella_dehiscens","Candeina_nitida","Globigerinita_glutinata","Globigerinita_uvula","Globigerinita_minuta","Tenuitella_iota","Hastigerina_pelagica","Hastigerinella_digitata","Globorotalia_menardii_._Globorotalia_tumida","Globigerinoides_ruber_._Globigerinoides_white","Turborotalita_humilis_._Berggrenia_pumilio","unidentified","site","woa_tmn","woa_tsd","woa_dist"
566,9.1858,-20.104,1639,995.361279586731,"GEOB1028-4","ATL947_0178",1,"Giant Box",-20.0993,9.1777,2215,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,763,NA,0,0.003992016,0.000998004,0.003992016,0,0.00499002,0.005988024,NA,NA,0.194610778,0.250499002,0.143712575,0.003992016,0,0,0,NA,0.21756487,0.003992016,0,0.003992016,0.038922156,0.00499002,0.003992016,0.062874251,0.000998004,0.022954092,0,0,0,0,0,0,0,0.021956088,0,NA,NA,NA,NA,NA,NA,NA,0.00499002,"site1639",18.959,1.822,55874.6798
567,9.1858,-20.104,1639,995.361279586731,"GEOB1028-4","ATL947_0178",1,"Giant Box",-20.0993,9.1777,2215,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,763,NA,0,0.003992016,0.000998004,0.003992016,0,0.00499002,0.005988024,NA,NA,0.194610778,0.250499002,0.143712575,0.003992016,0,0,0,NA,0.21756487,0.003992016,0,0.003992016,0.038922156,0.00499002,0.003992016,0.062874251,0.000998004,0.022954092,0,0,0,0,0,0,0,0.021956088,0,NA,NA,NA,NA,NA,NA,NA,0.00499002,"site1639",18.959,1.822,55874.6798
568,9.1858,-20.104,1639,995.361279586731,"GEOB1028-4","ATL947_0178",1,"Giant Box",-20.0993,9.1777,2215,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,763,NA,0,0.003992016,0.000998004,0.003992016,0,0.00499002,0.005988024,NA,NA,0.194610778,0.250499002,0.143712575,0.003992016,0,0,0,NA,0.21756487,0.003992016,0,0.003992016,0.038922156,0.00499002,0.003992016,0.062874251,0.000998004,0.022954092,0,0,0,0,0,0,0,0.021956088,0,NA,NA,NA,NA,NA,NA,NA,0.00499002,"site1639",18.959,1.822,55874.6798
569,9.1858,-20.104,1639,995.361279586731,"GEOB1028-4","ATL947_0178",1,"Giant Box",-20.0993,9.1777,2215,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,763,NA,0,0.003992016,0.000998004,0.003992016,0,0.00499002,0.005988024,NA,NA,0.194610778,0.250499002,0.143712575,0.003992016,0,0,0,NA,0.21756487,0.003992016,0,0.003992016,0.038922156,0.00499002,0.003992016,0.062874251,0.000998004,0.022954092,0,0,0,0,0,0,0,0.021956088,0,NA,NA,NA,NA,NA,NA,NA,0.00499002,"site1639",18.959,1.822,55874.6798
570,7.1017,-21.88,2362,333.958471279547,"GEOB1031-2","MARGO_1491",1,"N/A",-21.883,7.1017,3103,11,NA,NA,NA,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, G. conglomerata set to 0",32,0,NA,995,NA,NA,0.023023023,0.008008008,0.056056056,0.01001001,0.054054054,NA,NA,NA,0.165165165,0.137137137,0.171171171,0.006006006,0,0,0,NA,0.142142142,0.006006006,0.005005005,0.013013013,0.056056056,0.023023023,0.009009009,0.024024024,0.008008008,0.025025025,0.008008008,0,0.006006006,NA,0,0,NA,0.044044044,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2362",19.822,2.01,59288.3405
571,7.1017,-21.88,2362,333.958471279547,"GEOB1031-2","MARGO_1491",1,"N/A",-21.883,7.1017,3103,11,NA,NA,NA,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, G. conglomerata set to 0",32,0,NA,995,NA,NA,0.023023023,0.008008008,0.056056056,0.01001001,0.054054054,NA,NA,NA,0.165165165,0.137137137,0.171171171,0.006006006,0,0,0,NA,0.142142142,0.006006006,0.005005005,0.013013013,0.056056056,0.023023023,0.009009009,0.024024024,0.008008008,0.025025025,0.008008008,0,0.006006006,NA,0,0,NA,0.044044044,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2362",19.822,2.01,59288.3405
572,-10.98,1.6583,1651,666.810743297436,"GEOB1101-4","ATL947_0193",1,"Giant Box",1.6633,-10.9767,4567,7,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,454,0,0,0.01001001,0,0.122122122,0.002002002,0,0.002002002,0,0,0.031031031,0.136136136,0.008008008,0,0.056056056,0,0,0,0.019019019,0,0.001001001,0.013013013,0.169169169,0.334334334,0.002002002,0.031031031,0.006006006,0.037037037,0,0,0,0,0,0.006006006,0,0.014014014,0,0,0,0,0,NA,NA,NA,0,"site1651",26.958,2.068,56074.1482
573,-10.98,1.6583,1651,666.810743297436,"GEOB1101-4","ATL947_0193",1,"Giant Box",1.6633,-10.9767,4567,7,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,454,0,0,0.01001001,0,0.122122122,0.002002002,0,0.002002002,0,0,0.031031031,0.136136136,0.008008008,0,0.056056056,0,0,0,0.019019019,0,0.001001001,0.013013013,0.169169169,0.334334334,0.002002002,0.031031031,0.006006006,0.037037037,0,0,0,0,0,0.006006006,0,0.014014014,0,0,0,0,0,NA,NA,NA,0,"site1651",26.958,2.068,56074.1482
574,-12.4283,-1.665,1654,0,"GEOB1105-4","ATL947_0196",1,"Gravity",-1.665,-12.4283,3225,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,NA,828,0,0,0.003996004,0,0.052947053,0.010989011,0.000999001,0.010989011,0,0,0.011988012,0.046953047,0.021978022,0,0.02997003,0,0,0,0.03996004,0.001998002,0.003996004,0.024975025,0.342657343,0.147852148,0.005994006,0.011988012,0.002997003,0.04995005,0,0,0,0,0.025974026,0.000999001,0,0.14985015,0,0,0,0,0,NA,NA,NA,0,"site1654",25.511,1.758,20025.7439
575,-12.4283,-1.665,1654,0,"GEOB1105-4","ATL947_0196",1,"Gravity",-1.665,-12.4283,3225,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,NA,828,0,0,0.003996004,0,0.052947053,0.010989011,0.000999001,0.010989011,0,0,0.011988012,0.046953047,0.021978022,0,0.02997003,0,0,0,0.03996004,0.001998002,0.003996004,0.024975025,0.342657343,0.147852148,0.005994006,0.011988012,0.002997003,0.04995005,0,0,0,0,0.025974026,0.000999001,0,0.14985015,0,0,0,0,0,NA,NA,NA,0,"site1654",25.511,1.758,20025.7439
576,-12.4283,-1.665,1654,0,"GEOB1105-4","ATL947_0196",1,"Gravity",-1.665,-12.4283,3225,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,NA,828,0,0,0.003996004,0,0.052947053,0.010989011,0.000999001,0.010989011,0,0,0.011988012,0.046953047,0.021978022,0,0.02997003,0,0,0,0.03996004,0.001998002,0.003996004,0.024975025,0.342657343,0.147852148,0.005994006,0.011988012,0.002997003,0.04995005,0,0,0,0,0.025974026,0.000999001,0,0.14985015,0,0,0,0,0,NA,NA,NA,0,"site1654",25.511,1.758,20025.7439
577,-12.4283,-1.665,1654,0,"GEOB1105-4","ATL947_0196",1,"Gravity",-1.665,-12.4283,3225,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,NA,828,0,0,0.003996004,0,0.052947053,0.010989011,0.000999001,0.010989011,0,0,0.011988012,0.046953047,0.021978022,0,0.02997003,0,0,0,0.03996004,0.001998002,0.003996004,0.024975025,0.342657343,0.147852148,0.005994006,0.011988012,0.002997003,0.04995005,0,0,0,0,0.025974026,0.000999001,0,0.14985015,0,0,0,0,0,NA,NA,NA,0,"site1654",25.511,1.758,20025.7439
578,-10.75,-5.7783,1660,0,"GEOB1112-4","ATL947_0202",1,"Gravity",-5.7783,-10.75,3125,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,NA,831,NA,0,0.008982036,0,0.082834331,0.003992016,0.000998004,0.01497006,NA,NA,0.007984032,0.065868263,0.005988024,0,0.025948104,0,0,NA,0.01497006,0,0.008982036,0.089820359,0.288423154,0.199600798,0.003992016,0.023952096,0.002994012,0.043912176,0,0,0,0,0.002994012,0.001996008,0,0.097804391,0,NA,NA,NA,NA,NA,NA,NA,0.002994012,"site1660",25.825,1.618,41554.7308
579,-10.75,-5.7783,1660,0,"GEOB1112-4","ATL947_0202",1,"Gravity",-5.7783,-10.75,3125,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,NA,831,NA,0,0.008982036,0,0.082834331,0.003992016,0.000998004,0.01497006,NA,NA,0.007984032,0.065868263,0.005988024,0,0.025948104,0,0,NA,0.01497006,0,0.008982036,0.089820359,0.288423154,0.199600798,0.003992016,0.023952096,0.002994012,0.043912176,0,0,0,0,0.002994012,0.001996008,0,0.097804391,0,NA,NA,NA,NA,NA,NA,NA,0.002994012,"site1660",25.825,1.618,41554.7308
580,-10.75,-5.7783,1660,0,"GEOB1112-4","ATL947_0202",1,"Gravity",-5.7783,-10.75,3125,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,NA,831,NA,0,0.008982036,0,0.082834331,0.003992016,0.000998004,0.01497006,NA,NA,0.007984032,0.065868263,0.005988024,0,0.025948104,0,0,NA,0.01497006,0,0.008982036,0.089820359,0.288423154,0.199600798,0.003992016,0.023952096,0.002994012,0.043912176,0,0,0,0,0.002994012,0.001996008,0,0.097804391,0,NA,NA,NA,NA,NA,NA,NA,0.002994012,"site1660",25.825,1.618,41554.7308
581,-12.58,-3.5583,1663,67792.1994378308,"GEOB1116-2","ATL947_0205",1,"Gravity",-3.6233,-13.1867,3472,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,555,0,0,0.002,0,0.074,0.008,0,0.028,0,0,0.022,0.048,0.004,0,0.041,0,0,0,0.018,0.002,0,0.033,0.341,0.189,0.004,0.015,0.01,0.039,0,0,0,0,0.004,0.001,0,0.117,0,0,0,0,0,NA,NA,NA,0,"site1663",26.133,1.562,37417.4158
582,-12.58,-3.5583,1663,67792.1994378308,"GEOB1116-2","ATL947_0205",1,"Gravity",-3.6233,-13.1867,3472,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,555,0,0,0.002,0,0.074,0.008,0,0.028,0,0,0.022,0.048,0.004,0,0.041,0,0,0,0.018,0.002,0,0.033,0.341,0.189,0.004,0.015,0.01,0.039,0,0,0,0,0.004,0.001,0,0.117,0,0,0,0,0,NA,NA,NA,0,"site1663",26.133,1.562,37417.4158
583,-14.8967,-3.815,1664,0,"GEOB1117-2","ATL947_0206",1,"Gravity",-3.815,-14.8967,3984,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,814,0,0,0,0,0.068793619,0.003988036,0,0.020937188,0,0,0.004985045,0.03888335,0.001994018,0,0.030907278,0,0,0,0.020937188,0,0.003988036,0.049850449,0.40777667,0.181455633,0.003988036,0.030907278,0.005982054,0.029910269,0,0,0,0,0.003988036,0,0,0.090727817,0,0,0,0,0,NA,NA,NA,0,"site1664",26,1.661,56318.7603
584,-14.8967,-3.815,1664,0,"GEOB1117-2","ATL947_0206",1,"Gravity",-3.815,-14.8967,3984,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,814,0,0,0,0,0.068793619,0.003988036,0,0.020937188,0,0,0.004985045,0.03888335,0.001994018,0,0.030907278,0,0,0,0.020937188,0,0.003988036,0.049850449,0.40777667,0.181455633,0.003988036,0.030907278,0.005982054,0.029910269,0,0,0,0,0.003988036,0,0,0.090727817,0,0,0,0,0,NA,NA,NA,0,"site1664",26,1.661,56318.7603
585,-14.8967,-3.815,1664,0,"GEOB1117-2","ATL947_0206",1,"Gravity",-3.815,-14.8967,3984,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,814,0,0,0,0,0.068793619,0.003988036,0,0.020937188,0,0,0.004985045,0.03888335,0.001994018,0,0.030907278,0,0,0,0.020937188,0,0.003988036,0.049850449,0.40777667,0.181455633,0.003988036,0.030907278,0.005982054,0.029910269,0,0,0,0,0.003988036,0,0,0.090727817,0,0,0,0,0,NA,NA,NA,0,"site1664",26,1.661,56318.7603
586,7.24,-24.69,1669,20326.3591775502,"GEOB1209-1","ATL947_0211",1,"Giant Box",-24.5117,7.2833,3303,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,819,NA,0,0.031936128,0.012974052,0.01497006,0.017964072,0.076846307,0.007984032,NA,NA,0.201596806,0.111776447,0.117764471,0,0.001996008,0,0,NA,0.096806387,0.007984032,0.005988024,0,0.080838323,0.035928144,0.01996008,0.010978044,0.007984032,0.041916168,0.023952096,0,0,0,0.006986028,0.003992016,0,0.05988024,0,NA,NA,NA,NA,NA,NA,NA,0.000998004,"site1669",19.52,2.205,21988.5189
587,7.24,-24.69,1669,20326.3591775502,"GEOB1209-1","ATL947_0211",1,"Giant Box",-24.5117,7.2833,3303,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,819,NA,0,0.031936128,0.012974052,0.01497006,0.017964072,0.076846307,0.007984032,NA,NA,0.201596806,0.111776447,0.117764471,0,0.001996008,0,0,NA,0.096806387,0.007984032,0.005988024,0,0.080838323,0.035928144,0.01996008,0.010978044,0.007984032,0.041916168,0.023952096,0,0,0,0.006986028,0.003992016,0,0.05988024,0,NA,NA,NA,NA,NA,NA,NA,0.000998004,"site1669",19.52,2.205,21988.5189
588,5.3067,-24.0333,1675,0,"GEOB1220-2","ATL947_0218",1,"Giant Box",-24.0333,5.3067,2266,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,574,NA,0,0.013972056,0.020958084,0.050898204,0.022954092,0.064870259,0.005988024,NA,NA,0.171656687,0.070858283,0.093812375,0,0,0,0,NA,0.127744511,0.003992016,0.001996008,0.000998004,0.058882236,0.042914172,0.042914172,0.015968064,0,0.032934132,0.041916168,0,0.017964072,0,0,0.001996008,0,0.087824351,0,NA,NA,NA,NA,NA,NA,NA,0.005988024,"site1675",19.91,1.95,55532.9508
589,5.3067,-24.0333,1675,0,"GEOB1220-2","ATL947_0218",1,"Giant Box",-24.0333,5.3067,2266,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,574,NA,0,0.013972056,0.020958084,0.050898204,0.022954092,0.064870259,0.005988024,NA,NA,0.171656687,0.070858283,0.093812375,0,0,0,0,NA,0.127744511,0.003992016,0.001996008,0.000998004,0.058882236,0.042914172,0.042914172,0.015968064,0,0.032934132,0.041916168,0,0.017964072,0,0,0.001996008,0,0.087824351,0,NA,NA,NA,NA,NA,NA,NA,0.005988024,"site1675",19.91,1.95,55532.9508
590,-26.765,-35.2067,2366,0,"GEOB1306-1","MARGO_1524",1,"Multi",-35.2067,-26.765,4057,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,357,NA,NA,0.003992016,0.074850299,0,0,0.058882236,NA,NA,NA,0.198602794,0.017964072,0.479041916,0.005988024,0,0,0,NA,0.103792415,0,0.010978044,0,0.021956088,0.002994012,0,0.000998004,0,0.013972056,0,0,0,NA,0,0,NA,0.005988024,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2366",18.25,1.695,40557.3461
591,-28.6667,-31.6667,1677,161.067862731246,"GEOB1309-3","ATL947_0223",1,"Multi",-31.6667,-28.665,3963,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,NA,510,0,0,0,0.064676617,0.005970149,0.010945274,0.142288557,0,0,0,0.172139303,0.010945274,0.073631841,0.002985075,0,0,0,0,0.062686567,0.007960199,0.019900498,0,0.326368159,0.04079602,0,0.009950249,0.002985075,0.029850746,0.004975124,0,0,0,0,0,0.002985075,0.007960199,0,0,0,0,0,NA,NA,NA,0,"site1677",21.665,2.187,24273.2622
592,-29.6567,-31.6617,1680,0,"GEOB1312-3","ATL947_0226",1,"Multi",-31.6617,-29.6567,3436,11,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,NA,781,0,0,0.000994036,0.03777336,0.000994036,0.066600398,0.088469185,0.000994036,0,0,0.105367793,0.003976143,0.042743539,0,0,0,0,0,0.121272366,0.020874751,0.008946322,0.008946322,0.295228628,0.016898608,0.026838966,0.005964215,0.008946322,0.045725646,0.022862823,0,0,0.002982107,0.009940358,0.002982107,0.004970179,0.048707753,0,0,0,0,0,NA,NA,NA,0,"site1680",20.807,2.42,23341.883
593,3.5517,1.95,1709,189.133523392079,"GEOB1701-1","ATL947_0256",1,"Giant Box",1.95,3.55,4163,7,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,282,0,0,0.018018018,0,0.219219219,0,0,0.092092092,0,0,0.091091091,0.318318318,0.006006006,0,0.036036036,0,0,0,0,0,0,0.03003003,0.042042042,0.06006006,0,0.014014014,0.012012012,0.006006006,0.024024024,0,0,0,0,0.031031031,0,0,0,0,0,0,0,NA,NA,NA,0,"site1709",28.038,1.13,50401.7631
594,3.5517,1.95,1709,189.133523392079,"GEOB1701-1","ATL947_0256",1,"Giant Box",1.95,3.55,4163,7,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,282,0,0,0.018018018,0,0.219219219,0,0,0.092092092,0,0,0.091091091,0.318318318,0.006006006,0,0.036036036,0,0,0,0,0,0,0.03003003,0.042042042,0.06006006,0,0.014014014,0.012012012,0.006006006,0.024024024,0,0,0,0,0.031031031,0,0,0,0,0,0,0,NA,NA,NA,0,"site1709",28.038,1.13,50401.7631
595,3.5517,1.95,1709,189.133523392079,"GEOB1701-1","ATL947_0256",1,"Giant Box",1.95,3.55,4163,7,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,282,0,0,0.018018018,0,0.219219219,0,0,0.092092092,0,0,0.091091091,0.318318318,0.006006006,0,0.036036036,0,0,0,0,0,0,0.03003003,0.042042042,0.06006006,0,0.014014014,0.012012012,0.006006006,0.024024024,0,0,0,0,0.031031031,0,0,0,0,0,0,0,NA,NA,NA,0,"site1709",28.038,1.13,50401.7631
596,3.5517,1.95,1709,189.133523392079,"GEOB1701-1","ATL947_0256",1,"Giant Box",1.95,3.55,4163,7,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,282,0,0,0.018018018,0,0.219219219,0,0,0.092092092,0,0,0.091091091,0.318318318,0.006006006,0,0.036036036,0,0,0,0,0,0,0.03003003,0.042042042,0.06006006,0,0.014014014,0.012012012,0.006006006,0.024024024,0,0,0,0,0.031031031,0,0,0,0,0,0,0,NA,NA,NA,0,"site1709",28.038,1.13,50401.7631
597,3.5517,1.95,1709,189.133523392079,"GEOB1701-1","ATL947_0256",1,"Giant Box",1.95,3.55,4163,7,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",20,0,NA,282,0,0,0.018018018,0,0.219219219,0,0,0.092092092,0,0,0.091091091,0.318318318,0.006006006,0,0.036036036,0,0,0,0,0,0,0.03003003,0.042042042,0.06006006,0,0.014014014,0.012012012,0.006006006,0.024024024,0,0,0,0,0.031031031,0,0,0,0,0,0,0,NA,NA,NA,0,"site1709",28.038,1.13,50401.7631
598,11.175,-19.5617,2370,22747.4989057337,"GEOB1705-2","MARGO_1544",1,"Box",-19.5,11.3817,647,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,279,NA,NA,0.004008016,0,0.001002004,0,0.001002004,NA,NA,NA,0.20741483,0.179358717,0.036072144,0,0,0,0,NA,0.543086172,0,0,0,0,0.006012024,0,0.021042084,0,0.001002004,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2370",17.378,2.187,12413.7358
