"lgm_row","lgm_long","lgm_lat","row_findin","distance","Sample","Sample_ID","Flag","Device","Latitude","Longitude","Water_depth","Ocean","Sample_depth_top","Sample_depth_bottom","Sample_depth_average","Author","Journal","Year","Publication_doi","Resource_doi","Comment","Database","Type","Count_min","Count","Dentigloborotalia_anfracta","Globorotalia_cavernula","Globorotalia_crassaformis","Globorotalia_hirsuta","Globorotalia_menardii","Globorotalia_scitula","Globorotalia_truncatulinoides","Globorotalia_tumida","Globorotalia_ungulata","Globorotalia_theyeri","Globoconella_inflata","Neogloboquadrina_dutertrei","Neogloboquadrina_incompta","Neogloboquadrina_pachyderma","Pulleniatina_obliquiloculata","Globoquadrina_conglomerata","Globorotaloides_hexagonus","Berggrenia_pumilio","Globigerina_bulloides","Globigerina_falconensis","Globigerinoides_conglobatus","Globigerinoides_ruber","Globigerinoides_white","Trilobatus_sacculifer","Globigerinoides_tenellus","Orbulina_universa","Beella_digitata","Globigerinella_siphonifera","Globigerinella_calida","Globigerinella_adamsi","Turborotalita_quinqueloba","Turborotalita_humilis","Globoturborotalita_rubescens","Sphaeroidinella_dehiscens","Candeina_nitida","Globigerinita_glutinata","Globigerinita_uvula","Globigerinita_minuta","Tenuitella_iota","Hastigerina_pelagica","Hastigerinella_digitata","Globorotalia_menardii_._Globorotalia_tumida","Globigerinoides_ruber_._Globigerinoides_white","Turborotalita_humilis_._Berggrenia_pumilio","unidentified","site","woa_tmn","woa_tsd","woa_dist"
31,8.3333,76,1878,51727.6556685618,"GIK23398-2","ATL947_0439",0,"Giant Box",76.4367,9,2229,513,NA,NA,NA,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",4,0,NA,562,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"site1878",3.08,2.25,14807.4518
32,-8.771,75,2015,45162.7117698756,"PS2616-7","ATL947_0578",1,"Giant Box",75.005,-7.2033,3401,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,531,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.992,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"site2015",0.363,1.967,55740.7134
33,-8.771,75,2015,45162.7117698756,"PS2616-7","ATL947_0578",1,"Giant Box",75.005,-7.2033,3401,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,531,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.992,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"site2015",0.363,1.967,55740.7134
34,-8.771,75,2015,45162.7117698756,"PS2616-7","ATL947_0578",1,"Giant Box",75.005,-7.2033,3401,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,531,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.992,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"site2015",0.363,1.967,55740.7134
35,-8.771,75,2015,45162.7117698756,"PS2616-7","ATL947_0578",1,"Giant Box",75.005,-7.2033,3401,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,531,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.992,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"site2015",0.363,1.967,55740.7134
36,-11.8267,74.997,273,29585.2798170563,"V27-82","CLIMAP_0320",1,"Piston",75,-10.8,2895,513,0,0.01,0.005,"CLIMAP Project Members","Geological Society of America",1981,"N/A","doi:10.1594/PANGAEA.51927","G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",13,1,NA,493,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.030425963,0.961460446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811359,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,"site273",-0.586,0.651,56305.2556
37,-11.8267,74.997,273,29585.2798170563,"V27-82","CLIMAP_0320",1,"Piston",75,-10.8,2895,513,0,0.01,0.005,"CLIMAP Project Members","Geological Society of America",1981,"N/A","doi:10.1594/PANGAEA.51927","G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",13,1,NA,493,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.030425963,0.961460446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811359,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,"site273",-0.586,0.651,56305.2556
38,-0.48,74.177,2014,2680.41077856458,"PS2613-1","ATL947_0577",1,"Giant Box",74.1767,-0.3917,3257,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, coordinates corrected via depth control, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",12,0,NA,1524,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.001,0,0,0,0,0,NA,NA,NA,0,"site2014",0.708,2.619,36136.4326
39,-0.48,74.177,2014,2680.41077856458,"PS2613-1","ATL947_0577",1,"Giant Box",74.1767,-0.3917,3257,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. truncatulinoides subspecies set to N/A, coordinates corrected via depth control, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",12,0,NA,1524,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.001,0,0,0,0,0,NA,NA,NA,0,"site2014",0.708,2.619,36136.4326
40,-10.5923,72.38,1846,33.395882286583,"GIK23294-3","ATL947_0405",1,"Giant Box",72.3797,-10.5923,2224,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,426,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.954,0,0,0,0,0.007,0.001,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"site1846",0.463,2.208,13745.8462
41,14.4273,72.225,1837,238809.493263281,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
42,8.583,72.183,1837,43043.3302849385,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
43,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
44,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
45,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
46,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
47,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
48,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
49,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
50,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
51,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
52,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
53,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
54,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
55,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
56,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
57,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
58,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
59,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
60,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
61,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
62,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
63,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
64,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
65,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
66,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
67,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
68,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
69,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
70,11.4343,72.151,1837,136575.476803702,"GIK23266-1","ATL947_0396",1,"Giant Box",71.9983,7.4783,2773,513,0,0.01,0.005,"Pflaumann, U.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,578,NA,0,0,0,0,0,0,0,NA,NA,0,0.014,0.068,0.474,0,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,NA,0.385,0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.001,"site1837",5.75,2.09,55475.6599
