Core,Coring device,"Latitude (decimal, from -90 to +90)","Longitude (decimal, from -180 to +180)",Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),sedimentation rate (cm/ky),Laboratory,Instrument,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,%(1) or Raw(2),
BOFS17K,,58.001,-16.5014,,North Atlantic,0.74,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,3.1,0,0,0,0,2.6,88.1,1.1,0,,,0,0,0,0,,0,0.6,,0,0,0,0,4.3,,,0,0,,,,1,99.9
BOFS17K,,58.001,-16.5014,,North Atlantic,0.76,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.4,0,0,0,0,2.2,90.2,2.4,0,,,0,0,0,0,,0,0,,0,0,0,0,3.7,,,0,0,,,,1,99.9
BOFS17K,,58.001,-16.5014,,North Atlantic,0.78,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.6,0,0,0,0,1.2,90.2,2.4,0,,,0,0,0,0,,0,0.5,,0,0,0,0,2.9,,,0,0,,,,1,99.8
BOFS17K,,58.001,-16.5014,,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,7.1,0,0,0,0,4.5,78.1,3.8,0,,,0,0.2,0,0,,0.2,0.2,,0,0,0,0,5.9,,,0,0,,,,1,99.9
BOFS17K,,58.001,-16.5014,,North Atlantic,0.82,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,4.3,0,0,0,0,2.7,89.4,2,0,,,0,0,0,0,,0,0.2,,0,0,0,0,1.6,,,0,0,,,,1,100.1
BOFS17K,,58.001,-16.5014,,North Atlantic,0.84,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,6.8,0,0,0,0,5.7,79.3,2.3,0,,,0,0,0,0,,0,0,,0,0,0,0,6,,,0,0,,,,1,100
BOFS17K,,58.001,-16.5014,,North Atlantic,0.86,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,8.4,0,0,0,0,5.4,80.2,2.2,0,,,0,0,0,0,,0,0,,0,0,0,0,3.8,,,0,0,,,,1,100
BOFS17K,,58.001,-16.5014,,North Atlantic,0.88,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,9.1,0,0,0,0,4.3,76.6,2.2,0,,,0,0,0,0,,0,1.3,,0,0,0,0,6.5,,,0,0,,,,1,99.9
BOFS17K,,58.001,-16.5014,,North Atlantic,0.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,12.7,0,0,0,0,2.5,78,2.5,0,,,0,0,0,0,,0,1,,0,0,0,0,3.3,,,0,0,,,,1,100
BOFS17K,,58.001,-16.5014,,North Atlantic,0.92,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,18.5,0,0,0,0,7.7,64.2,2.5,0,,,0,0,0,0,,0,1.4,,0,0,0,0,5.8,,,0,0,,,,1,100.1
BOFS17K,,58.001,-16.5014,,North Atlantic,0.94,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,18.4,1,0,0,0,5,61.5,6.4,0,,,0,0.3,0,0,,0,2,,0,0,0,0,5.4,,,0,0,,,,1,99.9
BOFS17K,,58.001,-16.5014,,North Atlantic,0.96,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,23.1,2,0,0,0,9.2,55,2.8,0,,,0,0,0,0,,0,1.2,,0,0,0,0,6.8,,,0,0,,,,1,100.1
BOFS17K,,58.001,-16.5014,,North Atlantic,0.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,25.7,2,0,0,0,8.7,50.3,3.7,0,,,0,0.3,0,0,,0,1.5,,0,0,0,0,7.9,,,0,0,,,,1,100.1
BOFS17K,,58.001,-16.5014,,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,28.9,1.3,0,0,0,11.4,47.3,4,0,,,0,1,0,0,,0,0.3,,0,0,0,0,5.4,,,0,0,,,,1,99.6
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,31.4,1.3,0,0,0,7.7,49.9,3.7,0,,,0,0.7,0,0,,0.2,0.9,,0,0,0,0,4.2,,,0,0,,,,1,100.1
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,26.9,1,0,0,0,7,53.5,6,0,,,0,0.7,0,0,,0,1,,0,0,0,0,3.5,,,0,0,,,,1,99.5
GIK17051-3,,56.163,-31.99,-2295,North Atlantic,2.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.7,0,0,0,0,4.2,91.9,1.9,0,,,0,0,0,0,,0,0,,0,0,0,0,1.4,,,0,0,,,,1,100.1
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.7,0,0,0,0,1.4,89.2,1.7,0,,,0,0,0,0,,0,0,,0,0,0,0,6.1,,,0,0,,,,1,100.1
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.1,0,0,0,0,0.7,93.3,0.4,0,,,0,0.4,0,0,,0,0.4,,0,0,0,0,2.8,,,0,0,,,,1,100.1
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,4.8,0,0,0,0,4.4,86.5,0.6,0,,,0,0,0,0,,0,1.7,,0,0,0,0,2.1,,,0,0,,,,1,100.1
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,1.1,90.6,0.8,0,,,0,0,0,0,,0,0.4,,0,0,0,0,4.1,,,0,0,,,,1,100
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.3,0,0,0,0,2.6,88,0.6,0,,,0,0,0,0,,0,0.6,,0,0,0,0,5.8,,,0,0,,,,1,99.9
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,4.1,0,0,0,0,3,90.8,0.6,0,,,0,0,0,0,,0,0.2,,0,0,0,0,1.3,,,0,0,,,,1,100
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.2,0,0,0,0,1.1,93.3,1.1,0,,,0,0,0,0,,0,0.4,,0,0,0,0,1.9,,,0,0,,,,1,100
GIK17050-1,,55.47,-27.8883,-2795,North Atlantic,3.75,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,3.5,0,0,0,0,0.2,94.3,2,0,,,0,0,0,0,,0,0,,0,0,0,0,0,,,0,0,,,,1,100
GIK17050-1,,55.47,-27.8883,-2795,North Atlantic,3.85,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0.3,0,3.9,0,0,0,0,5.4,87.3,2.5,0,,,0,0,0,0,,0,0.2,,0,0,0,0,0.4,,,0,0,,,,1,100
GIK17050-1,,55.47,-27.8883,-2795,North Atlantic,3.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,15.4,0,0,0,0.2,5.5,72.6,4.9,0,,,0,0.4,0,0,,0,0.4,,0,0,0,0,0.8,,,0.2,0,,,,1,100.2
GIK17049-6,,55.26,-26.725,-3331,North Atlantic,1.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.2,0,0,0,0,0.9,98.1,0.6,0,,,0,0,0,0,,0,0,,0,0,0,0,0.3,,,0,0,,,,1,100.1
GIK17049-6,,55.26,-26.725,-3331,North Atlantic,1.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.4,0,0,0,0.1,1.2,96.2,1.1,0,,,0,0,0,0,,0,0,,0,0,0,0,0,,,0.1,0,,,,1,100
GIK23419-8,,54.962,-19.755,-1491,North Atlantic,0.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0.5,0,,0,0,3.5,0,0,0,0.1,1.6,86.5,2.3,0,,,0,0.1,0,0,,0,0,,0,0,0,0,3.4,,,0.1,0,,,,1,100.1
V23-81,,54.25,-16.83,-2393,North Atlantic,2.65,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,3.9,0,0,0,0,7.2,82.3,2.1,0,,,0,0,0,0,,0,0.9,,0,0,0,0,0.6,,,0,0,,,,1,97
V23-81,,54.25,-16.83,-2393,North Atlantic,2.75,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.3,0,0,0,0,2.8,86.6,1.8,0,,,0,0,0,0,,0,2.1,,0,0,0,0,0,,,0,0,,,,1,95.6
V23-81,,54.25,-16.83,-2393,North Atlantic,2.85,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,5.3,0,0,0,0,10.1,78.3,2,0,,,0,0,0,0,,0,0.8,,0,0,0,0,0,,,0,0,,,,1,96.5
V23-81,,54.25,-16.83,-2393,North Atlantic,2.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,3.5,0,0,0,0,4,88.5,2,0,,,0,0.3,0,0,,0,0.6,,0,0,0,0,0.3,,,0,0,,,,1,99.2
SU90-39,,52.567,-21.94,-3955,North Atlantic,0.81,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.1,0,0,0,0,2.2,95.7,0.4,0,,,0,0,0,0,,0,0,,0,0,0,0,0.7,,,0,0,,,,1,100.1
SU90-39,,52.567,-21.94,-3955,North Atlantic,0.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.1,0,0,0,0,3.6,90.7,0.7,0,,,0,1.1,0,0,,0,0,,0,0,0,0,2.5,,,0,0,,,,1,99.7
SU90-39,,52.567,-21.94,-3955,North Atlantic,0.99,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.5,0,0,0,0,3.1,91.6,1.9,0,,,0,0,0,0,,0,0,,0,0,0,0,0.6,,,0,0,,,,1,99.7
BOFS8K,,52.503,-22.0623,,North Atlantic,0.86,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.1,95.2,1.7,0,,,0,0.3,0,0,,0.3,0,,0,0,0,0,1.4,,,0,0,,,,1,100
BOFS8K,,52.503,-22.0623,,North Atlantic,0.88,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.9,0,0,0,0,1,93,2.6,0,,,0,0,0,0,,0,0,,0,0,0,0,0.6,,,0,0,,,,1,100.1
BOFS8K,,52.503,-22.0623,,North Atlantic,0.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,0,0,97.1,2.1,0,,,0,0,0,0,,0,0,,0,0,0,0,0.3,,,0,0,,,,1,100
BOFS8K,,52.503,-22.0623,,North Atlantic,0.92,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.3,0,0,0,0,0.7,96.6,0.7,0,,,0,0,0,0,,0,0,,0,0,0,0,1.7,,,0,0,,,,1,100
BOFS8K,,52.503,-22.0623,,North Atlantic,0.94,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.3,98,1.3,0,,,0,0,0,0,,0,0,,0,0,0,0,0.5,,,0,0,,,,1,100.1
BOFS8K,,52.503,-22.0623,,North Atlantic,0.96,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.4,0,0,0,0,0,96.3,1.7,0,,,0,0,0,0,,0,0,,0,0,0,0,1.5,,,0,0,,,,1,99.9
BOFS8K,,52.503,-22.0623,,North Atlantic,0.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.7,0,0,0,0,1.2,96.3,0.7,0,,,0,0,0,0,,0,0,,0,0,0,0,0.7,,,0,0,,,,1,99.6
BOFS8K,,52.503,-22.0623,,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.7,0,0,0,0,0.3,96.1,1,0,,,0,0,0,0,,0.7,0,,0,0,0,0,1.3,,,0,0,,,,1,100.1
BOFS8K,,52.503,-22.0623,,North Atlantic,1.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.1,0,0,0,0,1.1,96.3,0.8,0,,,0,0,0,0,,0.5,0,,0,0,0,0,0.3,,,0,0,,,,1,100.1
BOFS8K,,52.503,-22.0623,,North Atlantic,1.04,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.7,0,0,0,0,0.7,95.4,1.1,0,,,0,0,0,0,,0,0,,0,0,0,0,2.1,,,0,0,,,,1,100
BOFS8K,,52.503,-22.0623,,North Atlantic,1.06,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.2,0,0,0,0,2.3,94.4,1.9,0,,,0,0,0,0,,0.2,0,,0,0,0,0,0.9,,,0,0,,,,1,99.9
BOFS8K,,52.503,-22.0623,,North Atlantic,1.08,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.4,0,0,0,0,2,93.9,2.3,0,,,0,0,0,0,,0,0,,0,0,0,0,0.5,,,0,0,,,,1,100.1
BOFS8K,,52.503,-22.0623,,North Atlantic,1.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.3,0,0,0,0,0.6,93.6,2.9,0,,,0,0,0,0,,0,0,,0,0,0,0,0.6,,,0,0,,,,1,100
BOFS8K,,52.503,-22.0623,,North Atlantic,1.12,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.9,0,0,0,0,0.6,95.5,1.6,0,,,0,0,0,0,,0,0,,0,0,0,0,0.3,,,0,0,,,,1,99.9
BOFS8K,,52.503,-22.0623,,North Atlantic,1.14,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.4,0,0,0,0,0.4,95.3,0.8,0,,,0,0,0,0,,0,0,,0,0,0,0,1,,,0,0,,,,1,99.9
BOFS8K,,52.503,-22.0623,,North Atlantic,1.16,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,1.5,92.7,1.5,0,,,0,0,0,0,,0,0,,0,0,0,0,0.3,,,0,0,,,,1,100
BOFS8K,,52.503,-22.0623,,North Atlantic,1.18,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.3,0,0,0,0,1.9,94.3,0.8,0,,,0,0,0,0,,0,0,,0,0,0,0,0.8,,,0,0,,,,1,100.1
BOFS8K,,52.503,-22.0623,,North Atlantic,1.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.8,0,0,0,0,1.8,92.4,1.2,0,,,0,1.8,0,0,,0,0.6,,0,0,0,0,0.3,,,0,0,,,,1,99.9
GIK17045-3,,52.425,-16.665,-3663,North Atlantic,0.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,7.8,0,0,0,0,2.9,82.3,0.9,0.5,,,0,0.1,0,0,,0,0.9,,0,0,0,0,0.8,,,0,0,,,,1,100
BOFS5K,,50.688,-21.8635,,North Atlantic,0.78,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.8,0,0,0,0,0.4,97.5,0.6,0,,,0,0,0,0,,0,0.2,,0,0,0,0,0.2,,,0,0,,,,1,99.7
BOFS5K,,50.688,-21.8635,,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.3,0.3,0,0,0,,0,0,1,0,0,0,0,3.8,90.1,2,0,,,0,0,0,0,,0,1.4,,0,0,0,0,0.7,,,0,0,,,,1,99.3
BOFS5K,,50.688,-21.8635,,North Atlantic,0.82,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.4,0,0,0,0,2.7,92.5,0.9,0,,,0,0,0,0,,0,0.9,,0,0,0,0,1.7,,,0,0,,,,1,100.1
BOFS5K,,50.688,-21.8635,,North Atlantic,0.84,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,2.1,0,0,0,0,0.9,92.6,2.3,0,,,0,0,0,0,,0,0.5,,0,0,0,0,1.6,,,0,0,,,,1,100
BOFS5K,,50.688,-21.8635,,North Atlantic,0.86,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0.2,0,0,0,,0,0,0.7,0,0,0,0,2,95.1,0,0,,,0,0,0,0,,1,0.7,,0,0,0,0,0.2,,,0,0,,,,1,99.9
BOFS5K,,50.688,-21.8635,,North Atlantic,0.88,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0.2,0,0,0,,0,0,1.7,0,0,0,0,1.1,94.8,1.5,0,,,0,0,0,0,,0,0.4,,0,0,0,0,0.2,,,0,0,,,,1,99.9
BOFS5K,,50.688,-21.8635,,North Atlantic,0.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.4,0.4,0,0,0,,0,0,0.2,0,0,0,0,2.6,92.8,0.1,0,,,0,0,0,0,,0.4,1.5,,0,0,0,0,2.2,,,0,0,,,,1,100.2
BOFS5K,,50.688,-21.8635,,North Atlantic,0.92,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.9,0,0,0,0,2.6,91.9,1.9,0,,,0,0.2,0,0,,0,0.9,,0,0,0,0,0.5,,,0,0,,,,1,99.9
BOFS5K,,50.688,-21.8635,,North Atlantic,0.94,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.3,0.3,0,0,0,,0,0,2.7,0,0,0,0,2.4,90.1,0.3,0,,,0,0,0,0,,0.3,2.1,,0,0,0,0,1.9,,,0,0,,,,1,100.1
BOFS5K,,50.688,-21.8635,,North Atlantic,0.96,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,3.3,0,0,0,0,1.5,89.7,0.7,0,,,0,0,0,0,,0.2,1.8,,0,0,0,0,2.9,,,0,0,,,,1,100.1
HU91-045-090,,50.39,-45.26,,North Atlantic,3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,0,2.4,96.6,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0.5,,,0,0,,,,1,100
HU91-045-090,,50.39,-45.26,,North Atlantic,3.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,4.5,0,0,0,0,0,90.3,3,0,,,0,2.3,0,0,,0,0,,0,0,0,0,0,,,0,0,,,,1,100.1
HU91-045-090,,50.39,-45.26,,North Atlantic,3.19,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0.3,0,0,0,0,0,99,0.6,0,,,0,0,0,0,,0,0,,0,0,0,0,0,,,0,0,,,,1,99.9
HU91-045-090,,50.39,-45.26,,North Atlantic,3.36,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.6,97.8,1.5,0,,,0,0,0,0,,0,0,,0,0,0,0,0,,,0,0,,,,1,99.9
KN708-1,,50,-23.75,-4053,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.6,0,0,0,0,1.6,94.8,1.6,0,,,0,0,0,0,,0,0,,0,0,0,0,0.3,,,0,0,,,,1,99.9
GIK17055-1,,48.215,-27.0567,-2558,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,3.2,0,0,0,0,9.2,84.7,2.7,0,,,0,0,0,0,,0,0.1,,0,0,0,0,0,,,0,0,,,,1,99.9
GIK17055-1,,48.215,-27.0567,-2558,North Atlantic,0.85,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,1.3,0,0,0,0,20.2,78.5,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,,,0,0,,,,1,100
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.53,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.4,0.4,0,0,0,,0,0,13.1,0.2,0,0,0,12.7,58.8,8.7,0,,,0,1.8,0,0,,0,2.6,,0,0,0,0,1.4,,,0,0,,,,1,100.1
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.56,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.4,0.4,0,0,0,,0.2,0,13.1,0.4,0,0,0,13.8,59.9,6.1,0.4,,,0,1.7,0,0,,0,2.1,,0,0,0,0,1,,,0,0,,,,1,99.9
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0.2,0,0,0,,0,0,14.6,0.2,0,0,0,10.9,59,5.9,0,,,0,4,0,0,,0,2.4,,0,0,0,0,2.6,,,0,0,,,,1,100
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.67,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0.2,0,0,0,,0,0,19.3,0,0,0,0,16.4,50.3,5.4,0.2,,,0,2.1,0,0,,0,2.9,,0,0,0,0,1.9,,,0,0,,,,1,100
V29-179,,44.017,-24.53,-3331,North Atlantic,0.87,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.3,0,0,1.5,1.5,0,0,0,,0,0,17.8,0,0,0,0,3.2,40.5,18.4,0.1,,,0,8.7,0.2,0,,0,3.2,,0,0,0,0,5.9,,,0,0,,,,1,99.8
V29-179,,44.017,-24.53,-3331,North Atlantic,1.01,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.1,0.4,0,1.7,1.7,0,0,0,,0.1,0.1,19.5,0,0,0,0,8.5,24.9,23.7,0.2,,,0,7.1,0,0,,0,5.5,,0,0,0,0,7.3,,,0,0,,,,1,99.9
CH82-24,,43.465,-30.66,-3370,North Atlantic,0.68,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,1.7,1.7,0,0,0,,0,0,34.1,3.1,0,0,14.5,20,7.6,2.4,0,,,9.7,0,0,6.9,,0,0,,0,0,0,0,0,,,14.5,0,,,,1,100
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.35,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.3,0,0,0.3,0.3,0,0,0,,1.7,0,8.7,9.6,0.1,0,0,10.4,9,27.2,0,,,0,6.2,0.3,0,,0,10.1,,0,0,0,0,13.6,,,0,0,,,,1,99.3
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.38,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0.2,0,0,0,,1.6,0,9.8,7.8,0.2,0,0,12.7,7,26.8,0,,,0,8.2,0.2,0,,0,9.8,,0,0,0,0,13.9,,,0,0,,,,1,99.3
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.41,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,0.7,0.7,0,0,0,,2.1,0,8.6,7.1,0,0,0,9.2,5.4,33.3,0,,,0,9.4,0.4,0,,0,10.1,,0,0,0,0,11.9,,,0,0,,,,1,99.4
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.44,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,0.6,0.6,0,0,0,,3.1,0,8.2,5.3,0,0,0,8.8,4.3,28.2,0,,,0,17,0,0,,0,9.8,,0,0,0,0,11.7,,,0,0,,,,1,98.6
